328077,Er ist dumm wie Brot,11,3,1
51048,Sie stinkt vor Faulheit,11,4,2
277691,Sie schert sich zum Teufel,11,5,3
440860,Er führt Böses im Schilde,11,8,4
37918,Ihr läuft die Galle über,11,13,5
122544,Sie steckt bis über die Ohren in Schulden,11,14,6
245429,Er hat einen an der Birne,11,15,7
40952,Er bringt sie zur Weißglut,11,16,8
179961,Er platzt vor Neid,11,18,9
173927,Er lässt kein gutes Haar daran,11,26,10
192064,Er kriegte eine Gänsehaut,22,31,11
432791,Er nimmt es sich zu Herzen,22,34,12
337135,Sie hat die Weisheit mit Löffeln gefressen,22,36,13
100391,Sie baut Luftschlösser,22,37,14
81254,Er kommt über die Runden,22,39,15
416688,Sie legt nicht jedes Wort auf die Goldwaage,22,41,16
424716,Es ist Jacke wie Hose,22,46,17
304885,Er ist bekannt wie ein bunter Hund,22,57,18
86287,Sie redet Klartext,22,58,19
266583,Er ist ein alter Hase,22,60,20
391478,Er redete mit Engelszungen,33,61,21
129618,Sie lacht aus vollem Hals,33,67,22
453954,Sie lässt die Seele baumeln,33,70,23
259525,Es wächst ihr ans Herz,33,72,24
406614,Sie hat einen Geistesblitz,33,74,25
307913,Er hegt einen Traum,33,77,26
412654,Sie ist unsterblich verliebt,33,78,27
397552,Er ist Feuer und Flamme,33,82,28
34884,Sie ist fit wie ein Turnschuh,33,86,29
103419,Er ist bis über beide Ohren verliebt,33,88,30
106453,Er ist krank geworden,44,93,31
436831,Er fällt durch die Abschlussprüfung,44,95,32
215229,Sie hat lange darunter gelitten,44,96,33
443888,Er hintergeht sie,44,98,34
138681,Er leidet sehr unter die Kritik seines Chefs,44,100,35
358311,Er ist wütend auf sie,44,103,36
73180,Sie ärgert sich über ihren Vorgesetzten,44,109,37
252463,Er hat seine Gelegenheit leider verpasst,44,114,38
58082,Sie ist davon verwirrt,44,116,39
274651,Er geht kaum noch aus dem Haus,44,118,40
20775,Sie macht einen Vorschlag,55,122,41
255492,Er kontrolliert gerade den Ablauf,55,123,42
300855,Es war ein ganz normaler Tag,55,125,43
48021,Sie bespricht die Angelegenheit mit ihren Kollegen,55,126,44
427758,Es geht um tägliche Aufgaben,55,129,45
362345,Er ist darauf neutral,55,133,46
226292,Die Beschreibung des Projektes ist jetzt verfügbar,55,136,47
218258,Er erinnert sich an die letzte Woche,55,141,48
280725,Sie beschäftigt sich mit dem Thema,55,142,49
204131,Sie plant eine Zugfahrt,55,148,50
165853,Das hat viele Vorteile,66,152,51
114516,Er spaziert durch die Sonne,66,153,52
355277,Mir ist es das wert,66,154,53
110487,Alles ist in Ordnung,66,155,54
234360,Das ist beruhigend,66,157,55
211200,Sie fühlt sich sorglos,66,158,56
31845,Sie reagierte enthusiastisch auf den Vorschlag,66,160,57
7696,Er fühlt sich entspannt und locker,66,162,58
63112,Er gewinnt neues Selbstvertrauen,66,169,59
324043,Sie verbrachten ein entspanntes Wochenende,66,172,60
269617,### #### #### #########,77,181,71
26810,#### ##### #### #####,77,184,
125584,### #### ########,77,185,
67152,##### ##### ##### ##### #### ####,77,189,
352242,#### ###### ######,77,190,
449922,### #### #### ### ######,77,193,
312947,### ### #### ##### ####,77,196,
284759,### ### #### ### ###### ## ####,77,199,
132647,## ### ######### #####,77,204,
154776,## ### ### ### #########,77,205,
242389,### ####### #### ### ### ######## ### #########,77,206,
374415,### ##### ##### ##### ##### #### ### ##### ######,77,207,
230332,### ##### #### ##### ##### ## #####,77,210,
344174,## ####### ##### #####,77,212,
263554,### ###### #######,77,215,
349204,## ####### ## #########,77,218,
293827,### ##### ##### ### ### ## ######,77,219,
332106,## ##### ### ### #####,77,222,
148750,#### ### ##### #### ####,77,231,
207166,### ####### ##### #######,77,234,
183995,### ##### #### ##### ####,77,243,
316986,### ####### #### ##### #### ############,77,245,
93328,### ### #########,77,247,
162813,### ### ######### ### #####,77,249,
289786,### #### ### ##### ######## ##,77,253,
43986,#### ###### ###### #######,77,256,
394518,### ### ########## ##########,77,257,
96357,### ###### ##### ######## #########,77,263,
401586,## ### ####### ##### ######,77,265,
321015,### ####### ###### ########### ##,77,269,
4662,Er mag keine Suppe,99,272,61
1628,Er bekam sein Fett weg,99,275,62
12730,Ist er innerlich angespannt?,88,917,63
76215,Ärgert sie sich über ihre Schwester?,88,918,64
142716,Wurde er von seinem Chef kritisiert?,88,919,65
168887,Hat es positive Aspekte?,88,920,66
187024,Hast du soeben mehrere Kreise gesehen?,88,921,67
196098,Haben sich seine Körperhärchen aufgerichtet?,88,922,68
368373,Findet er es schlecht?,88,923,69
381443,Hast du soeben viele Rautezeichen gesehen?,88,924,70
